Date,orcl,ibm,avgo,gild,mmm,lmt,acn,blk,bmy,low,pypl,hd,bk,meta,tsla,tmus,abbv,crm,wmt,t
2024-09-18,164.16087341308594,214.94000244140625,161.13999938964844,83.88999938964844,133.36000061035156,565.489990234375,334.8171691894531,922.7100219726562,49.18937301635742,256.6300048828125,73.12000274658203,384.010009765625,71.04000091552734,537.9500122070312,227.1999969482422,196.67999267578125,192.94000244140625,252.42999267578125,79.02999877929688,21.45453453063965
2024-09-19,167.21400451660156,213.88999938964844,167.4199981689453,83.9000015258789,133.83999633789062,565.1799926757812,333.8809509277344,934.8699951171875,48.47734069824219,261.0,77.56999969482422,390.3399963378906,71.72000122070312,559.0999755859375,243.9199981689453,199.63999938964844,193.6199951171875,265.989990234375,78.04000091552734,21.08922576904297
2024-09-20,167.6230926513672,217.6999969482422,171.10000610351562,83.94000244140625,134.77000427246094,571.9199829101562,334.85699462890625,928.7899780273438,48.8630256652832,260.1400146484375,76.76000213623047,389.8599853515625,71.81999969482422,561.3499755859375,238.25,199.44000244140625,193.47000122070312,266.79998779296875,79.05999755859375,21.266944885253906
2024-09-23,165.5776824951172,220.5,172.94000244140625,83.98999786376953,135.63999938964844,580.510009765625,337.8348693847656,937.6099853515625,49.456382751464844,262.2900085449219,77.66999816894531,391.9599914550781,72.13999938964844,564.4099731445312,250.0,202.4600067138672,193.8300018310547,264.2099914550781,80.33000183105469,21.21757698059082
2024-09-24,165.4280242919922,220.97000122070312,174.83999633789062,83.79000091552734,137.22000122070312,578.6300048828125,338.24322509765625,941.22998046875,50.3760871887207,266.0400085449219,78.33999633789062,400.6600036621094,71.81999969482422,563.3300170898438,254.27000427246094,201.44000244140625,193.50999450683594,270.44000244140625,80.66999816894531,21.316308975219727
2024-09-25,165.90695190429688,221.22999572753906,175.52000427246094,82.20999908447266,136.60000610351562,577.9400024414062,335.6836242675781,936.7999877929688,49.39704895019531,264.9700012207031,77.36000061035156,396.92999267578125,72.16999816894531,568.3099975585938,257.0199890136719,203.30999755859375,191.25999450683594,274.0899963378906,81.4000015258789,21.28668975830078
2024-09-26,167.72286987304688,223.42999267578125,178.08999633789062,83.04000091552734,139.44000244140625,577.4000244140625,354.3675842285156,945.02001953125,49.565162658691406,265.6099853515625,80.08000183105469,396.70001220703125,71.5,567.8400268554688,254.22000122070312,203.25,191.89999389648438,275.760009765625,79.91999816894531,21.37554931640625
2024-09-27,168.36143493652344,220.83999633789062,172.69000244140625,83.61000061035156,137.3000030517578,582.3599853515625,348.2823791503906,945.2100219726562,50.34642028808594,267.1400146484375,77.87999725341797,399.5299987792969,71.69999694824219,567.3599853515625,260.4599914550781,205.17999267578125,194.7899932861328,276.6400146484375,79.77999877929688,21.622379302978516
2024-09-30,170.0177001953125,221.0800018310547,172.5,83.83999633789062,136.6999969482422,584.5599975585938,352.0470275878906,949.510009765625,51.167232513427734,270.8500061035156,78.02999877929688,405.20001220703125,71.86000061035156,572.4400024414062,261.6300048828125,206.36000061035156,197.47999572753906,273.7099914550781,80.75,21.721111297607422
2024-10-01,166.78497314453125,219.35000610351562,167.47000122070312,83.94000244140625,137.05999755859375,605.8599853515625,350.5531311035156,934.02001953125,52.31439208984375,272.6400146484375,77.47000122070312,409.04998779296875,71.11000061035156,576.469970703125,258.0199890136719,206.10000610351562,196.9600067138672,270.8699951171875,81.2699966430664,21.849462509155273
